"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description"
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Frequency","cycle/nsecond","6.99",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","SM Frequency","cycle/nsecond","1.24",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","30,19,496",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Memory Throughput","%","97.59",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","DRAM Throughput","%","97.59",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Duration","msecond","2.44",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","41.40",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","L2 Cache Throughput","%","37.42",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","SM Active Cycles","cycle","23,03,721.60",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","20.70",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","SpeedOfLight","","","","SOLBottleneck","INF","The kernel is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section."
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 64:1. The kernel achieved 2% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis."
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Compute Workload Analysis","Executed Ipc Active","inst/cycle","1.02",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.78",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Compute Workload Analysis","Issue Slots Busy","%","25.44",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Compute Workload Analysis","Issued Ipc Active","inst/cycle","1.02",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Compute Workload Analysis","SM Busy","%","25.44",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","ComputeWorkloadAnalysis","","","","HighPipeUtilization","WRN","All compute pipelines are under-utilized. Either this kernel is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details."
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Memory Workload Analysis","Memory Throughput","Gbyte/second","163.65",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Memory Workload Analysis","Mem Busy","%","37.42",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Memory Workload Analysis","Max Bandwidth","%","97.59",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Memory Workload Analysis","L1/TEX Hit Rate","%","0",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","115811","softmax_atomic","127.0.0.1","generate_data(float *)","1","7","(1024, 1, 1)","(97657, 1, 1)","0","8.6","Memory Workload Analysis","L2 Hit Rate","%","100.00",
